"Order","Family","Genus","Species","spawningMode","FemaleSize_mm","sizeType","eggSize_mm","typeOfWork_eggSize","timeToEggMeasurement_months","Location","Date","sampleSize","Fertilized","Live","Latitude","Longitude","ReferencePdf","lnSize","lnEggSize","absLatitude"
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",68.6,"TL",1.94,"",NA,"USA East coast - Woods Hole, MA","1980 - 1983 / May - June","",TRUE,FALSE,41.510585,-70.666059,"marteinsdottir_g_1988_c1988_471.pdf",4.22829253473184,0.662687973075237,41.510585
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",87.2,"TL",1.95,"",NA,"USA East coast - Nissequoke, NY","1980 - 1983 / May - June","",TRUE,FALSE,40.946766,-73.217481,"marteinsdottir_g_1988_c1988_471.pdf",4.46820433091493,0.667829372575655,40.946766
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",78.7,"TL",2.17,"",NA,"USA East coast - Newark, NJ","1980 - 1983 / May - June","",TRUE,FALSE,40.688131,-74.125404,"marteinsdottir_g_1988_c1988_471.pdf",4.36564315542336,0.774727167552368,40.688131
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",64.2,"TL",2.06,"",NA,"USA East coast - Tuckerton, NJ","1980 - 1983 / May - June","",TRUE,FALSE,39.579285,-74.318481,"marteinsdottir_g_1988_c1988_471.pdf",4.16200321069592,0.72270598280149,39.579285
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",92.2,"TL",2.23,"",NA,"USA East coast - Cape Hatteras, NC","1980 - 1983 / May - June","",TRUE,FALSE,35.173364,-75.752839,"marteinsdottir_g_1988_c1988_471.pdf",4.52396013056255,0.802001585472027,35.173364
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",83.7,"TL",2.17,"",NA,"USA East coast - Bears Bluff, SC","1980 - 1983 / May - June","",TRUE,FALSE,32.636087,-80.267449,"marteinsdottir_g_1988_c1988_471.pdf",4.42723897749543,0.774727167552368,32.636087
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",64,"TL",2.15,"",NA,"USA East coast - Jacksonville, FL","1980 - 1983 / May - June","",TRUE,FALSE,30.416897,-81.36401,"marteinsdottir_g_1988_c1988_471.pdf",4.15888308335967,0.765467842139571,30.416897
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",64.4,"TL",1.69,"",NA,"Delaware Bay - Woodbury, NJ","1980 - 1983 / May - June","",TRUE,FALSE,39.871619,-75.201777,"marteinsdottir_g_1988_c1988_471.pdf",4.16511363311031,0.524728528934982,39.871619
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",81,"TL",1.7,"",NA,"Delaware Bay - Kilcohook, NJ","1980 - 1983 / May - June","",TRUE,FALSE,39.599031,-75.569559,"marteinsdottir_g_1988_c1988_471.pdf",4.39444915467244,0.53062825106217,39.599031
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",85.9,"TL",1.93,"",NA,"Delaware Bay - Bay Point, NJ","1980 - 1983 / May - June","",TRUE,FALSE,39.298127,-75.258845,"marteinsdottir_g_1988_c1988_471.pdf",4.45318382899021,0.657520002916794,39.298127
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",84.5,"TL",1.97,"",NA,"Delaware Bay - Hansey Creek, NJ","1980 - 1983 / May - June","",TRUE,FALSE,39.237954,-75.094505,"marteinsdottir_g_1988_c1988_471.pdf",4.43675153436313,0.678033542749897,39.237954
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",84,"TL",2.04,"",NA,"Delaware Bay - Cape May, NJ","1980 - 1983 / May - June","",TRUE,FALSE,38.919793,-74.917225,"marteinsdottir_g_1988_c1988_471.pdf",4.43081679884331,0.712949807856125,38.919793
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",68.8,"TL",1.64,"",NA,"Chesapeake Bay-east side - Still Pond Creek, MD","1980 - 1983 / May - June","",TRUE,FALSE,39.338388,-76.141159,"marteinsdottir_g_1988_c1988_471.pdf",4.2312037449393,0.494696241836107,39.338388
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",89,"TL",1.91,"",NA,"Chesapeake Bay-east side - Worton Creek, MD","1980 - 1983 / May - June","",TRUE,FALSE,39.29151,-76.173869,"marteinsdottir_g_1988_c1988_471.pdf",4.48863636973214,0.647103242058538,39.29151
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",77,"TL",1.96,"",NA,"Chesapeake Bay-east side - Swan Point, MD","1980 - 1983 / May - June","",TRUE,FALSE,38.307116,-76.928272,"marteinsdottir_g_1988_c1988_471.pdf",4.34380542185368,0.672944473242426,38.307116
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",85.7,"TL",1.99,"",NA,"Chesapeake Bay-east side - Hail Creek, MD","1980 - 1983 / May - June","",TRUE,FALSE,39.011077,-76.20648,"marteinsdottir_g_1988_c1988_471.pdf",4.45085282560373,0.688134638736401,39.011077
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",79.6,"TL",1.99,"",NA,"Chesapeake Bay-east side - Tilghman Isl., MD","1980 - 1983 / May - June","",TRUE,FALSE,38.692989,-76.377033,"marteinsdottir_g_1988_c1988_471.pdf",4.37701409285034,0.688134638736401,38.692989
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",87,"TL",2.08,"",NA,"Chesapeake Bay-east side - Cristfield, MD","1980 - 1983 / May - June","",TRUE,FALSE,37.964014,-75.88113,"marteinsdottir_g_1988_c1988_471.pdf",4.46590811865458,0.732367893713227,37.964014
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",84,"TL",2.05,"",NA,"Chesapeake Bay-east side - Nandua Ck., VA","1980 - 1983 / May - June","",TRUE,FALSE,37.618261,-75.879179,"marteinsdottir_g_1988_c1988_471.pdf",4.43081679884331,0.717839793150317,37.618261
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",76.7,"TL",1.99,"",NA,"Chesapeake Bay-east side - Cape Charles, VA","1980 - 1983 / May - June","",TRUE,FALSE,37.265242,-76.02718,"marteinsdottir_g_1988_c1988_471.pdf",4.33990170837321,0.688134638736401,37.265242
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",80.3,"TL",1.78,"",NA,"Potomac River - Lewisetta, VA","1980 - 1983 / May - June","",TRUE,FALSE,37.99498,-76.431087,"marteinsdottir_g_1988_c1988_471.pdf",4.38576962095272,0.576613364303994,37.99498
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",86.7,"TL",1.99,"",NA,"Potomac River - Lewisetta, VA","1980 - 1983 / May - June","",TRUE,FALSE,37.99498,-76.431087,"marteinsdottir_g_1988_c1988_471.pdf",4.4624538837865,0.688134638736401,37.99498
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",95.2,"TL",1.99,"",NA,"Potomac River - Lewisetta, VA","1980 - 1983 / May - June","",TRUE,FALSE,37.99498,-76.431087,"marteinsdottir_g_1988_c1988_471.pdf",4.55597994179732,0.688134638736401,37.99498
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","demersal",82.5,"TL",2.05,"",NA,"Potomac River - Lewisetta, VA","1980 - 1983 / May - June","",TRUE,FALSE,37.99498,-76.431087,"marteinsdottir_g_1988_c1988_471.pdf",4.41279829334063,0.717839793150317,37.99498
"Cyprinodontiformes","Fundulidae","Fundulus","Fundulus xenicus","demersal",44.2,"TL",1.815,"",NA,"Cedar Key, Florida USA","1977 December/1979 May/1979 September","16",TRUE,TRUE,29.150409,-83.026994,"cunningham_jer_1985_e14_115.pdf",3.78872478908365,0.596085467716814,29.150409
"Cyprinodontiformes","Fundulidae","Lucania","Lucania goodei","demersal",NA,"",1.316,"Field/Lab",12,"Creek below Newport Spring, Florida, USA","1989 - 1990","",FALSE,TRUE,30.7,-84.67,"crawford_ss_1994_e41_369.pdf",NA,0.274596832903126,30.7
"Cyprinodontiformes","Fundulidae","Lucania","Lucania parva","demersal",NA,"",1.165,"Field/Lab",12,"Drainage sluice between Tower Pond and Picnic Pond in St. Marks Wildlife Refuge, Florida, USA","1989 - 1990","",FALSE,TRUE,30.33,-84.65,"crawford_ss_1994_e41_369.pdf",NA,0.152721087017664,30.33
"Cyprinodontiformes","Fundulidae","Lucania","Lucania parva","demersal",NA,"",1.2,"Field",NA,"Mullet pond, NC, USA","1914 August","",FALSE,TRUE,34.688528,-76.640663,"kuntz_a_1914_b34_402.pdf",NA,0.182321556793955,34.688528
"Gadiformes","Gadidae","Boreogadus","Boreogadus saida","pelagic",140,"",1.695,"",NA,"Arctic Ocean","","",TRUE,TRUE,74.056759,-156.14174,"rass_ts_1941_j1.pdf",4.9416424226093,0.527682740832414,74.056759
"Gadiformes","Gadidae","Eleginus","Eleginus nawaga","demersal",190,"",1.7,"",NA,"South Barents Sea","","",TRUE,TRUE,69.925102,48.143801,"rass_ts_1941_j1.pdf",5.24702407216049,0.53062825106217,69.925102
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",NA,"",1.18,"",NA,"Balsfjord near Tromsè in northern Norway","1980 March - April","",TRUE,TRUE,69.501737,18.9396,"kjorsvik_e_1983_j23_1.pdf",NA,0.165514438477573,69.501737
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",NA,"",1.49,"",NA,"South-west coast of the Isle of Man","1993 February","",TRUE,FALSE,54.090349,-4.802769,"bal_dv_1943_j11b_54.pdf",NA,0.398776119957368,54.090349
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",NA,"",1.47,"",NA,"South-west coast of the Isle of Man","1993 March","",TRUE,FALSE,54.090349,-4.802769,"bal_dv_1943_j11b_54.pdf",NA,0.385262400790645,54.090349
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",NA,"",1.4,"",NA,"South-west coast of the Isle of Man","1993 April","",TRUE,FALSE,54.090349,-4.802769,"bal_dv_1943_j11b_54.pdf",NA,0.336472236621213,54.090349
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",NA,"",1.28,"",NA,"South-west coast of the Isle of Man","1993 May","",TRUE,FALSE,54.090349,-4.802769,"bal_dv_1943_j11b_54.pdf",NA,0.246860077931526,54.090349
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",NA,"",1.67,"Field",NA,"North Nova Scotia, CA","1991 April - 1991 May","",TRUE,TRUE,44.297107,-63.140923,"miller_tj_1995_c52_1083.pdf",NA,0.512823626428664,44.297107
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",NA,"",1.29,"Field",NA,"North Nova Scotia, CA","1991 October","",TRUE,TRUE,44.297107,-63.140923,"miller_tj_1995_c52_1083.pdf",NA,0.254642218373581,44.297107
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",NA,"",1.35,"Field",NA,"North Nova Scotia, CA","1991 November","",TRUE,TRUE,44.297107,-63.140923,"miller_tj_1995_c52_1083.pdf",NA,0.300104592450338,44.297107
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",NA,"",1.45,"Field",NA,"North Nova Scotia, CA","1991 December","",TRUE,TRUE,44.297107,-63.140923,"miller_tj_1995_c52_1083.pdf",NA,0.371563556432483,44.297107
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",NA,"",1.36,"Field",NA,"North Nova Scotia, CA","1992 January","",TRUE,TRUE,44.297107,-63.140923,"miller_tj_1995_c52_1083.pdf",NA,0.307484699747961,44.297107
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",NA,"",1.51,"Field",NA,"North Nova Scotia, CA","1992 March","",TRUE,TRUE,44.297107,-63.140923,"miller_tj_1995_c52_1083.pdf",NA,0.412109650826833,44.297107
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",NA,"",1.54,"Field",NA,"North Nova Scotia, CA","1992 April","",TRUE,TRUE,44.297107,-63.140923,"miller_tj_1995_c52_1083.pdf",NA,0.431782416425538,44.297107
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",NA,"",1.53,"Field",NA,"North Nova Scotia, CA","1992 April - 1992 May","",TRUE,TRUE,44.297107,-63.140923,"miller_tj_1995_c52_1083.pdf",NA,0.425267735404344,44.297107
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",NA,"",1.39,"Field",NA,"North Nova Scotia, CA","1992 October","",TRUE,TRUE,44.297107,-63.140923,"miller_tj_1995_c52_1083.pdf",NA,0.3293037471426,44.297107
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",NA,"",1.53,"Field",NA,"North Nova Scotia, CA","1992 November","",TRUE,TRUE,44.297107,-63.140923,"miller_tj_1995_c52_1083.pdf",NA,0.425267735404344,44.297107
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",NA,"",1.51,"Field",NA,"North Nova Scotia, CA","1992 November - December","",TRUE,TRUE,44.297107,-63.140923,"miller_tj_1995_c52_1083.pdf",NA,0.412109650826833,44.297107
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",NA,"",1.6,"Field",NA,"North Nova Scotia, CA","1993 January","",TRUE,TRUE,44.297107,-63.140923,"miller_tj_1995_c52_1083.pdf",NA,0.470003629245736,44.297107
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",NA,"",1.68,"Field",NA,"North Nova Scotia, CA","1993 February","",TRUE,TRUE,44.297107,-63.140923,"miller_tj_1995_c52_1083.pdf",NA,0.518793793415168,44.297107
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",NA,"",1.6,"Field",NA,"North Nova Scotia, CA","1993 March","",TRUE,TRUE,44.297107,-63.140923,"miller_tj_1995_c52_1083.pdf",NA,0.470003629245736,44.297107
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",NA,"",1.56,"Field",NA,"North Nova Scotia, CA","1993 April","",TRUE,TRUE,44.297107,-63.140923,"miller_tj_1995_c52_1083.pdf",NA,0.444685821261446,44.297107
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",1363.502,"TL",1.482,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",7.21781166909792,0.393392526873895,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",1262.239,"TL",1.4672,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",7.1406424071041,0.383355822520063,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",1252.379,"TL",1.4359,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",7.13280022150586,0.361791830318194,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",1272.898,"TL",1.3425,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",7.14905146965982,0.294533547400883,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",1223.508,"TL",1.5735,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",7.10947742148007,0.453302437522324,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",1222.846,"TL",1.4819,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",7.10893620788943,0.393325048213996,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",1211.379,"TL",1.3615,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",7.09951465908208,0.308587033131677,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",1183.249,"TL",1.4684,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",7.07601932365606,0.384173372640542,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",1172.563,"TL",1.4561,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",7.06694723022024,0.375761628734722,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",1153.091,"TL",1.4278,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",7.05020144169935,0.356134798086223,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",1162.241,"TL",1.3608,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",7.05810531693994,0.308072762099515,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",1151.528,"TL",1.3449,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",7.04884503507453,0.296319660847366,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",1132.358,"TL",1.3584,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",7.0320574631822,0.306307536574946,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",1122.782,"TL",1.3663,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",7.02356481300903,0.312106356362305,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",1112.264,"TL",1.3774,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",7.01415285670516,0.320197664128461,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",1093.387,"TL",1.4315,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.99703549687129,0.358722845556033,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",1093.485,"TL",1.445,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.99712512260161,0.368109321564396,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",1073.564,"TL",1.488,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.97873923361348,0.3974329364109,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",1032.782,"TL",1.4437,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.94001141103044,0.367209262653632,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",1023.13,"TL",1.4412,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.93062183510185,0.365476099891801,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",1022.953,"TL",1.4167,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.93044882159219,0.348330223403168,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",1012.409,"TL",1.424,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.92008791839835,0.353469812989784,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",1042.523,"TL",1.3251,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.94939901577971,0.281487928288453,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",982.93,"TL",1.3441,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.89053790703172,0.295724644094966,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",942.316,"TL",1.3232,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.848340674799,0.28005304528729,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",982.393,"TL",1.4031,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.88999143196033,0.338684074417813,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",963.227,"TL",1.4172,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.87028910572314,0.34868309400918,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",923.705,"TL",1.4141,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.8283927565968,0.346493286331594,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",922.724,"TL",1.4117,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.82733016486724,0.344794651908017,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",903.043,"TL",1.4879,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.80577017133085,0.397365729851515,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",883.585,"TL",1.4614,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.78398749539462,0.37939488037498,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",872.25,"TL",1.3594,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.77107608006688,0.307043425930401,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",823.734,"TL",1.4447,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.71384766225934,0.367901687553199,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",823.65,"TL",1.4331,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.71374568239299,0.359839930081889,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",813.088,"TL",1.438,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.70083934477258,0.363253259298855,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",803.374,"TL",1.427,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.68882035894196,0.355574338494699,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",823.361,"TL",1.3932,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.7133947436282,0.331603259509709,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",842.141,"TL",1.3256,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.73594745865503,0.281865187130216,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",821.994,"TL",1.3373,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.71173309575947,0.290652655896614,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",831.752,"TL",1.3545,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.72353431946438,0.303432382543013,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",832.778,"TL",1.3631,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.72476710004501,0.30976151759466,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",793.492,"TL",1.3926,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.67644345800008,0.331172503526309,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",801.931,"TL",1.3606,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.68702256925258,0.307925778928823,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",781.802,"TL",1.3747,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.66160151155461,0.318235525495237,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",771.178,"TL",1.371,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.64791921591848,0.315540400580177,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",773.029,"TL",1.3606,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.65031656405447,0.307925778928823,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",802.229,"TL",1.2684,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.68739410326842,0.237756263682055,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",802.273,"TL",1.2746,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.68744894894641,0.242632403898057,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",801.354,"TL",1.2807,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.68630279700384,0.247406803449889,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",801.43,"TL",1.2912,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.68639763199103,0.255572018533547,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",781.172,"TL",1.2875,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.66079535606627,0.252702353555754,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",761.127,"TL",1.3133,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.63480022961456,0.272543053608977,63.548692
